yearmonth	eeacellcode	basisofrecord	datasetkey	countrycode	occurrences	isCitizenScience	year	month
2024-03	10kmE476N210	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	03
2024-03	10kmE477N160	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	03
2024-03	10kmE477N189	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	03
2024-03	10kmE481N188	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	2	1	2024	03
2024-03	10kmE489N176	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	2	1	2024	03
2024-03	10kmE499N194	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	03
2024-02	10kmE264N175	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2024	02
2024-02	10kmE265N194	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	2	1	2024	02
2024-02	10kmE269N175	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2024	02
2024-02	10kmE273N210	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2024	02
2024-02	10kmE273N211	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	2	1	2024	02
2024-02	10kmE276N174	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2024	02
2024-02	10kmE277N174	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	5	1	2024	02
2024-02	10kmE286N162	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE287N245	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE303N163	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	2	1	2024	02
2024-02	10kmE316N161	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE318N160	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	5	1	2024	02
2024-02	10kmE318N161	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE322N161	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	2	1	2024	02
2024-02	10kmE324N161	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE327N165	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE336N169	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE339N174	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE344N302	HUMAN_OBSERVATION	0a013f89-5381-4578-9d82-5f28fd5f1ef6	GG	1	0	2024	02
2024-02	10kmE347N193	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE353N199	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE354N200	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE359N204	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE362N205	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	2	1	2024	02
2024-02	10kmE363N205	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE365N205	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE375N212	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE375N213	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE375N214	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	02
2024-02	10kmE375N224	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2024	02
2024-02	10kmE376N224	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2024	02
2024-02	10kmE380N227	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	2	1	2024	02
2024-02	10kmE422N209	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2024	02
2024-02	10kmE465N217	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	02
2024-02	10kmE471N144	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	MT	1	1	2024	02
2024-02	10kmE477N154	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	02
2024-02	10kmE489N175	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	02
2024-01	10kmE265N191	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2024	01
2024-01	10kmE272N173	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2024	01
2024-01	10kmE298N162	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE316N161	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE322N160	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE323N160	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE324N161	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE326N164	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	2	1	2024	01
2024-01	10kmE332N168	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE333N168	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE337N170	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE338N172	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE342N187	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE345N178	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE353N201	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	2	1	2024	01
2024-01	10kmE354N201	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE355N203	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE363N205	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE364N205	HUMAN_OBSERVATION	9a51436f-3c81-4b1a-92d6-6f0c1dbb05de	ES	7	0	2024	01
2024-01	10kmE364N205	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	2	1	2024	01
2024-01	10kmE365N205	HUMAN_OBSERVATION	9a51436f-3c81-4b1a-92d6-6f0c1dbb05de	ES	2	0	2024	01
2024-01	10kmE374N223	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2024	01
2024-01	10kmE375N212	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	2	1	2024	01
2024-01	10kmE375N214	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2024	01
2024-01	10kmE382N228	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2024	01
2024-01	10kmE387N227	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2024	01
2024-01	10kmE417N194	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	01
2024-01	10kmE418N186	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	01
2024-01	10kmE425N200	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	2	1	2024	01
2024-01	10kmE440N217	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	01
2024-01	10kmE449N239	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	01
2024-01	10kmE450N237	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	2	1	2024	01
2024-01	10kmE450N239	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	01
2024-01	10kmE450N370	HUMAN_OBSERVATION	38b4c89f-584c-41bb-bd8f-cd1def33e92f	SE	1	1	2024	01
2024-01	10kmE463N221	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	01
2024-01	10kmE489N176	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2024	01
2024-01	10kmE511N206	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	AL	1	1	2024	01
2023-12	10kmE272N173	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2023	12
2023-12	10kmE302N163	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	12
2023-12	10kmE322N160	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	12
2023-12	10kmE324N161	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	12
2023-12	10kmE325N162	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	12
2023-12	10kmE326N165	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	3	1	2023	12
2023-12	10kmE329N166	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	12
2023-12	10kmE329N167	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	2	1	2023	12
2023-12	10kmE338N174	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	12
2023-12	10kmE346N345	HUMAN_OBSERVATION	0a013f89-5381-4578-9d82-5f28fd5f1ef6	GB	1	0	2023	12
2023-12	10kmE346N345	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	GB	1	1	2023	12
2023-12	10kmE354N312	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	GB	1	1	2023	12
2023-12	10kmE362N204	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	12
2023-12	10kmE363N205	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	12
2023-12	10kmE364N205	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	6	1	2023	12
2023-12	10kmE366N206	HUMAN_OBSERVATION	9a51436f-3c81-4b1a-92d6-6f0c1dbb05de	ES	4	0	2023	12
2023-12	10kmE371N208	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	12
2023-12	10kmE371N209	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	12
2023-12	10kmE374N220	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2023	12
2023-12	10kmE375N212	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	2	1	2023	12
2023-12	10kmE401N223	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2023	12
2023-12	10kmE449N209	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2023	12
2023-12	10kmE466N166	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2023	12
2023-12	10kmE471N144	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	MT	2	1	2023	12
2023-12	10kmE477N154	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2023	12
2023-12	10kmE477N160	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2023	12
2023-11		HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	RU	1	1	2023	11
2023-11	10kmE267N176	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2023	11
2023-11	10kmE270N175	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	PT	2	1	2023	11
2023-11	10kmE316N161	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	2	1	2023	11
2023-11	10kmE342N241	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2023	11
2023-11	10kmE344N344	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	GB	1	1	2023	11
2023-11	10kmE360N204	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	ES	1	1	2023	11
2023-11	10kmE362N204	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	ES	1	1	2023	11
2023-11	10kmE365N205	HUMAN_OBSERVATION	9a51436f-3c81-4b1a-92d6-6f0c1dbb05de	ES	5	0	2023	11
2023-11	10kmE369N188	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	11
2023-11	10kmE375N212	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	3	1	2023	11
2023-11	10kmE376N312	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2023	11
2023-11	10kmE380N313	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	BE	1	1	2023	11
2023-11	10kmE385N315	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE386N315	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE386N316	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE386N318	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE387N317	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	11
2023-11	10kmE388N315	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE388N316	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE388N319	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE389N319	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE389N320	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	11
2023-11	10kmE390N320	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	7	1	2023	11
2023-11	10kmE390N321	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE391N320	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE391N321	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	5	1	2023	11
2023-11	10kmE391N322	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	6	1	2023	11
2023-11	10kmE391N323	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE392N322	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE392N323	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE393N324	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE394N324	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE394N325	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE394N326	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE394N327	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	6	1	2023	11
2023-11	10kmE394N328	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE395N326	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE395N327	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	1	1	2023	11
2023-11	10kmE395N327	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	9	1	2023	11
2023-11	10kmE395N329	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE395N330	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE396N332	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	11
2023-11	10kmE396N333	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE397N334	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	11
2023-11	10kmE398N335	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE399N336	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE402N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	11
2023-11	10kmE402N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE404N402	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	11
2023-11	10kmE405N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE405N402	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	11
2023-11	10kmE406N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	5	1	2023	11
2023-11	10kmE406N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	11
2023-11	10kmE407N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	11
2023-11	10kmE415N340	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	11
2023-11	10kmE422N355	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	11
2023-11	10kmE423N342	HUMAN_OBSERVATION	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	DE	2	1	2023	11
2023-11	10kmE432N363	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	11
2023-11	10kmE434N403	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	11
2023-11	10kmE448N364	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	11
2023-11	10kmE450N239	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2023	11
2023-11	10kmE473N153	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2023	11
2023-11	10kmE511N203	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	AL	3	1	2023	11
2023-11	10kmE524N181	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	GR	1	1	2023	11
2023-10		HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	PT	1	1	2023	10
2023-10	10kmE264N175	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	PT	1	1	2023	10
2023-10	10kmE264N197	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2023	10
2023-10	10kmE265N199	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2023	10
2023-10	10kmE266N176	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2023	10
2023-10	10kmE271N174	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2023	10
2023-10	10kmE272N209	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	1	1	2023	10
2023-10	10kmE298N342	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IE	1	1	2023	10
2023-10	10kmE305N351	HUMAN_OBSERVATION	a8e94b3a-e647-4ba4-85c9-597c948b3a15	IE	1	0	2023	10
2023-10	10kmE316N161	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	10
2023-10	10kmE321N161	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	ES	1	1	2023	10
2023-10	10kmE325N285	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	FR	1	1	2023	10
2023-10	10kmE328N327	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	GB	1	1	2023	10
2023-10	10kmE332N294	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	FR	1	1	2023	10
2023-10	10kmE333N326	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	GB	1	1	2023	10
2023-10	10kmE336N325	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	GB	1	1	2023	10
2023-10	10kmE338N323	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	GB	1	1	2023	10
2023-10	10kmE341N300	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	GG	1	1	2023	10
